PWM;VTotal;VDiodo;CDiodo
75;0.00;0.00;0.00
80;0.00;0.00;0.00
85;0.00;0.00;0.00
90;4.76;0.36;13.96
95;0.00;0.00;0.00
100;0.00;0.00;0.00
105;4.76;0.36;13.95
110;4.76;0.00;15.10
115;0.00;0.00;0.00
120;0.00;0.36;-1.13
125;4.76;0.36;13.95
130;0.00;0.00;0.00
135;0.00;0.36;-1.13
140;4.76;0.36;13.95
145;0.00;0.00;0.00
150;0.00;0.00;0.00
155;4.76;0.36;13.95
160;4.76;0.00;15.10
165;0.00;0.00;0.00
170;4.76;0.36;13.95
175;4.76;0.36;13.95
180;0.00;0.36;-1.13
185;4.76;0.36;13.95
190;4.76;0.37;13.93
195;4.76;0.36;13.96
200;4.76;0.37;13.93
205;4.75;0.00;15.08
210;4.76;0.37;13.93
215;4.76;0.36;13.95
220;0.00;0.00;0.00
225;4.76;0.36;13.95
230;4.76;0.36;13.95
235;4.76;0.00;15.10
240;4.76;0.37;13.93
245;4.76;0.36;13.95
250;0.00;0.37;-1.16
255;4.76;0.37;13.93
0;0.00;0.00;0.00
5;0.00;0.00;0.00
10;0.00;0.00;0.00
15;0.00;0.00;0.00
20;0.00;0.00;0.00
25;0.00;0.00;0.00
30;0.00;0.00;0.00
35;0.00;0.00;0.00
40;4.76;0.37;13.93
45;0.00;0.00;0.00
50;0.00;0.00;0.00
55;0.00;0.00;0.00
60;4.76;0.37;13.93
65;0.00;0.00;0.00
70;0.00;0.00;0.00
75;0.00;0.36;-1.15
80;4.76;0.00;15.10
85;0.00;0.00;0.00
90;0.00;0.00;0.00
95;4.76;0.37;13.95
100;4.75;0.00;15.08
105;0.00;0.00;0.00
110;0.00;0.37;-1.16
